Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kitsap,Clinton,Mukilteo,06:30,06:32,06:47,05/06/2024,
Kitsap,Mukilteo,Clinton,07:00,07:02,07:15,05/06/2024,
Kitsap,Clinton,Mukilteo,07:30,07:30,07:45,05/06/2024,
Kitsap,Mukilteo,Clinton,08:00,08:01,08:13,05/06/2024,
Kitsap,Clinton,Mukilteo,08:30,08:30,08:45,05/06/2024,
Kitsap,Mukilteo,Clinton,09:00,09:01,09:13,05/06/2024,
Kitsap,Clinton,Mukilteo,09:30,09:31,09:45,05/06/2024,
Kitsap,Mukilteo,Clinton,10:00,10:01,10:14,05/06/2024,
Kitsap,Clinton,Mukilteo,10:30,10:33,10:46,05/06/2024,
Kitsap,Mukilteo,Clinton,11:00,11:02,11:14,05/06/2024,
Kitsap,Clinton,Mukilteo,11:30,11:32,11:45,05/06/2024,
Kitsap,Mukilteo,Clinton,12:00,12:01,12:14,05/06/2024,
Kitsap,Clinton,Mukilteo,12:30,12:32,12:45,05/06/2024,
Kitsap,Mukilteo,Clinton,13:00,13:06,13:18,05/06/2024,
Kitsap,Clinton,Mukilteo,13:30,13:33,13:46,05/06/2024,
Kitsap,Mukilteo,Clinton,14:05,14:05,14:17,05/06/2024,
Kitsap,Clinton,Mukilteo,14:35,14:36,14:48,05/06/2024,
Kitsap,Mukilteo,Clinton,15:05,14:59,15:11,05/06/2024,
Kitsap,Clinton,Mukilteo,15:35,15:36,15:49,05/06/2024,
Kitsap,Mukilteo,Clinton,16:05,16:06,16:19,05/06/2024,
Kitsap,Clinton,Mukilteo,16:35,16:37,16:50,05/06/2024,
Kitsap,Mukilteo,Clinton,17:10,17:10,17:23,05/06/2024,
Kitsap,Clinton,Mukilteo,17:35,17:36,17:49,05/06/2024,
Kitsap,Mukilteo,Clinton,18:10,18:10,18:23,05/06/2024,
Kitsap,Clinton,Mukilteo,18:35,18:36,18:49,05/06/2024,
Kitsap,Mukilteo,Clinton,19:05,19:06,19:20,05/06/2024,
Kitsap,Clinton,Mukilteo,19:35,19:36,19:48,05/06/2024,
Kitsap,Mukilteo,Clinton,20:05,20:05,20:18,05/06/2024,
Kitsap,Clinton,Mukilteo,20:30,20:31,20:43,05/06/2024,
Kitsap,Mukilteo,Clinton,21:00,21:00,21:17,05/06/2024,
Kitsap,Clinton,Mukilteo,04:40,04:40,04:54,05/07/2024,
Kitsap,Mukilteo,Clinton,05:05,05:05,05:18,05/07/2024,
Kitsap,Clinton,Mukilteo,05:30,05:31,05:43,05/07/2024,
Kitsap,Mukilteo,Clinton,06:00,06:02,06:20,05/07/2024,
Kitsap,Clinton,Mukilteo,06:30,06:33,06:48,05/07/2024,
Kitsap,Mukilteo,Clinton,07:00,07:00,07:16,05/07/2024,
Kitsap,Clinton,Mukilteo,07:30,07:31,07:45,05/07/2024,
Kitsap,Mukilteo,Clinton,08:00,08:00,08:16,05/07/2024,
Kitsap,Clinton,Mukilteo,08:30,08:33,08:47,05/07/2024,
Kitsap,Mukilteo,Clinton,09:00,09:00,09:18,05/07/2024,
Kitsap,Clinton,Mukilteo,09:30,09:32,09:46,05/07/2024,
Kitsap,Mukilteo,Clinton,10:00,10:03,10:20,05/07/2024,
Kitsap,Clinton,Mukilteo,10:30,10:35,10:50,05/07/2024,
Kitsap,Mukilteo,Clinton,11:00,11:06,11:19,05/07/2024,
Kitsap,Clinton,Mukilteo,11:30,11:35,11:50,05/07/2024,
Kitsap,Mukilteo,Clinton,12:00,12:05,12:18,05/07/2024,
