Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kaleetan,Kingston,Edmonds,15:10,15:11,15:32,04/23/2024,
Kaleetan,Edmonds,Kingston,15:55,15:58,16:28,04/23/2024,
Kaleetan,Kingston,Edmonds,16:40,16:50,17:11,04/23/2024,
Kaleetan,Edmonds,Kingston,17:25,17:34,17:56,04/23/2024,
Kaleetan,Kingston,Edmonds,18:10,18:12,18:35,04/23/2024,
Kaleetan,Edmonds,Kingston,19:00,19:00,19:24,04/23/2024,
Kaleetan,Kingston,Edmonds,19:45,19:45,20:07,04/23/2024,
Kaleetan,Edmonds,Kingston,20:30,20:31,20:52,04/23/2024,
Kaleetan,Kingston,Edmonds,21:40,21:43,22:06,04/23/2024,
Kaleetan,Edmonds,Kingston,22:25,22:25,22:47,04/23/2024,
Kaleetan,Kingston,Edmonds,23:10,23:11,23:33,04/23/2024,
Kaleetan,Edmonds,Kingston,23:45,23:46,00:07,04/23/2024,
Kaleetan,Kingston,Edmonds,05:30,05:31,05:54,04/24/2024,
Kaleetan,Edmonds,Kingston,06:15,06:16,06:40,04/24/2024,
Kaleetan,Kingston,Edmonds,07:00,07:02,07:25,04/24/2024,
Kaleetan,Edmonds,Kingston,07:55,07:56,08:18,04/24/2024,
Kaleetan,Kingston,Edmonds,08:40,08:41,09:04,04/24/2024,
Kaleetan,Edmonds,Kingston,09:35,09:36,09:59,04/24/2024,
Kaleetan,Kingston,Edmonds,10:20,10:22,10:44,04/24/2024,
Kaleetan,Edmonds,Kingston,11:05,11:07,11:30,04/24/2024,
Kaleetan,Kingston,Edmonds,11:55,11:57,12:20,04/24/2024,
Kaleetan,Edmonds,Kingston,12:40,12:50,13:12,04/24/2024,
Kaleetan,Kingston,Edmonds,13:30,13:37,14:02,04/24/2024,
Kaleetan,Edmonds,Kingston,14:25,14:28,14:50,04/24/2024,
Kaleetan,Kingston,Edmonds,15:10,15:11,15:34,04/24/2024,
Kaleetan,Edmonds,Kingston,15:55,15:56,16:18,04/24/2024,
Kaleetan,Kingston,Edmonds,16:40,16:41,17:03,04/24/2024,
Kaleetan,Edmonds,Kingston,17:25,17:25,17:48,04/24/2024,
Kaleetan,Kingston,Edmonds,18:10,18:13,18:35,04/24/2024,
Kaleetan,Edmonds,Kingston,19:00,19:00,19:22,04/24/2024,
Kaleetan,Kingston,Edmonds,19:45,19:51,20:14,04/24/2024,
Kaleetan,Edmonds,Kingston,20:30,20:31,20:55,04/24/2024,
Kaleetan,Kingston,Edmonds,05:30,05:30,05:55,04/25/2024,
Kaleetan,Edmonds,Kingston,06:15,06:16,06:44,04/25/2024,
Kaleetan,Kingston,Edmonds,07:00,07:01,07:23,04/25/2024,
Kaleetan,Edmonds,Kingston,07:55,07:57,08:21,04/25/2024,
Kaleetan,Kingston,Edmonds,08:40,08:44,09:06,04/25/2024,
Kaleetan,Edmonds,Kingston,09:35,09:36,10:01,04/25/2024,
