Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tacoma,Colman,Bainbridge,18:30,18:37,19:10,04/25/2024,
Tacoma,Bainbridge,Colman,19:20,19:23,19:55,04/25/2024,
Tacoma,Colman,Bainbridge,20:15,20:17,20:48,04/25/2024,
Tacoma,Bainbridge,Colman,21:00,21:04,21:35,04/25/2024,
Tacoma,Colman,Bainbridge,22:05,22:08,22:39,04/25/2024,
Tacoma,Bainbridge,Colman,05:20,05:21,05:52,04/26/2024,
Tacoma,Colman,Bainbridge,06:10,06:11,06:43,04/26/2024,
Tacoma,Bainbridge,Colman,07:05,07:07,07:37,04/26/2024,
Tacoma,Colman,Bainbridge,07:55,07:56,08:36,04/26/2024,
Tacoma,Bainbridge,Colman,08:45,08:50,09:21,04/26/2024,
Tacoma,Colman,Bainbridge,09:35,09:37,10:14,04/26/2024,
Tacoma,Bainbridge,Colman,10:25,10:32,11:03,04/26/2024,
Tacoma,Colman,Bainbridge,11:25,11:27,12:06,04/26/2024,
Tacoma,Bainbridge,Colman,12:20,12:23,12:54,04/26/2024,
Tacoma,Colman,Bainbridge,13:10,13:17,13:56,04/26/2024,
Tacoma,Bainbridge,Colman,14:05,14:19,14:51,04/26/2024,
Tacoma,Colman,Bainbridge,15:00,15:16,15:47,04/26/2024,
Tacoma,Bainbridge,Colman,15:50,16:11,16:45,04/26/2024,
Tacoma,Colman,Bainbridge,16:45,17:12,17:52,04/26/2024,
Tacoma,Colman,Bainbridge,18:30,19:09,19:41,04/26/2024,
Tacoma,Bainbridge,Colman,19:20,19:55,20:26,04/26/2024,
Tacoma,Colman,Bainbridge,20:15,20:42,21:15,04/26/2024,
Tacoma,Bainbridge,Colman,21:00,21:24,21:57,04/26/2024,
Tacoma,Colman,Bainbridge,22:05,22:20,22:55,04/26/2024,
Tacoma,Bainbridge,Colman,05:20,05:20,05:51,04/27/2024,
Tacoma,Colman,Bainbridge,06:10,06:12,06:45,04/27/2024,
Tacoma,Bainbridge,Colman,07:05,07:07,07:42,04/27/2024,
